title,brief_description,full_description,url,location,salary_range,job_type,contract_type,position_name,industry,required_education,time_length,hours,date_parsed
Monteur,Op zoek naar een veelzijdige functie als monteur?,"Ben jij de gepassioneerde monteur die dit mooie bedrijf in de voedingsmiddelenindustrie zoekt? Als enthousiaste technisch specialist zal jij het team versterken in de 2-ploegendienst. Wil jij de mogelijkheid hebben om te blijven leren, tot wel € 4.600,- bruto inclusief toeslagen verdienen en werken met high tech apparatuur? Lees dan snel verder of solliciteer direct!",https://www.pro-industry.nl/vacature/monteur-P074213,Amsterdam,€3.200-4.600,2 ploegendienst,Tijdelijk met uitzicht op vast,Technische dienst,Voedingsmiddelen,mbo niveau 2,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
Operator 3-ploegen,Kun jij de link leggen? Operator 3-ploegen.,"Ben jij klaar voor de volgende stap? Wil jij als operator in de 3-ploegen werken en tot € 3400,- bruto per maand inclusief ploegentoeslag verdienen? Dan is dit een mooie kans! Als operator zul jij inzetten bij het produceren van verschillende kabels voor onder andere data en complexe technologie bij deze mooie organisatie.",https://www.pro-industry.nl/vacature/operator-3-ploegen-P074218,Venray,€3.200-3.400,3 ploegendienst,Tijdelijk met uitzicht op vast,Procesoperator,Metaal,mbo niveau 2,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Verladingsoperator 2-ploegendienst,"2 ploegendienst - € 4.900,- bruto - Chemie","Ben jij een ervaren verladingsoperator en wil je tot wel € 4.900,- verdienen in de 2 ploegendienst? Dan is dit de baan voor jou! Dit bedrijf is een grote speler op internationaal niveau en houdt zich bezig met de productie van chemicaliën. Ben jij ervaren in de verlading en in het bezit van minimaal een operator A diploma? Lees dan snel verder",https://www.pro-industry.nl/vacature/verladingsoperator-2-ploegendienst-P074219,Spijkenisse,€3.000-4.900,5 ploegendienst,Tijdelijk met uitzicht op vast,Procesoperator,Chemie,mbo niveau 4,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Wil jij werken in de dagdienst als operator?,"Ben jij op zoek naar een uitdagende baan als operator in de dagdienst? Zoek jij een baan waarbij je zowel zelfstandig als in teamverband komt te werken? Bij deze organisatie krijg je veel verantwoordelijkheid maar tevens ook veel vrijheid. Als operator ben jij verantwoordelijk voor de gehele productielijn waarbij je verschillende chemicaliën in diverse soorten verpakkingen moet afvullen. 
Jij wordt een belangrijke schakel binnen het productieproces met als einddoel gezamenlijk een goed product te leveren. Jij zal je bezig houden met het optimaliseren van het proces, ombouwen en afstellen van de machines en dat in de dagdienst met een salaris dat kan oplopen tot wel € 2650,-.Zie jij jezelf werken als operator bij deze gemoedelijke organisatie die actief is in de chemie? Lees dan snel verder!",https://www.pro-industry.nl/vacature/operator-P074220,Enschede,€2.250-2.650,Dagdienst,Tijdelijk met uitzicht op vast,Machineoperator,Chemie,mbo niveau 2,,40 uur,2022-12-19 19:37:33.192229
Productiemedewerker,Kan jij onder tijdsdruk kwantitatief en kwalitatief een goed eindproduct leveren? Lees dan snel verder!,"Wil jij als productiemedewerker in de 2 ploegen aan de slag bij dit aantoongevend bedrijf? Ben jij iemand die graag zijn handen uit de mouwen steekt? Een mooi salaris kan verdienen dat kan oplopen tot €2.600,- bruto per maand?Je gaat werken bij één van de marktleiders op het gebied van industriële verpakkingen en bijbehorende diensten. Op de locatie in Ede worden IBC's (plastic vaten) geproduceerd en hieromheen komt een stalen kooiconstructie. Deze verpakkingen worden door heel de wereld gebruikt voor de chemische, farmaceutische, landbouw- en voedselindustrie.Doordat het bedrijf een enorme groei doormaakt zijn wij op zoek naar productiemedewerkers!",https://www.pro-industry.nl/vacature/productiemedewerker-P074221,Ede,€2.300-2.600,2 ploegendienst,Tijdelijk met uitzicht op vast,Productie,Rubber en kunststof,vmbo,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Machinist wkc,Sta jij open voor een zeer uitdagende dagdienst baan bij de grootste producent van gestreken vouwkarton?,"Heb jij ruime kennis van warmte-krachtcentrales? Ben jij klaar met de nachtdiensten en ga jij het liefst aan de slag in de dagdienst? Dan is de functie van machinist WKC bij de grootste producent van gestreken vouwkarton wellicht dé uitdaging die jij zoekt! De functie valt binnen de afdeling technische dienst. Deze afdeling bestaat uit een afdeling electro proces control, mechanisch technische dienst, warmtekracht centrale en een afdeling maximo, magazijn en infrastructuur. Bij dit bedrijf in de kartonindustrie zal je een goed salaris kunnen verdienen tot € 3.500,- bruto per maand en krijg je de mogelijkheid om jezelf verder te ontwikkelen binnen jouw functie. Klinkt dit al interessant? Lees dan snel verder!",https://www.pro-industry.nl/vacature/machinist-wkc-P074222,Apeldoorn,€2.800-3.500,Dagdienst,Tijdelijk met uitzicht op vast,Procesoperator,Papier en karton,mbo niveau 4,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
Productiemedewerker,Zit jij boordevol met technische kennis? Lijkt het jou gaaf om machines te bedienen? Lees dan snel verder!,"Wil jij je ontwikkelen binnen de kunststofindustrie? Ben jij op zoek naar een baan waar je in de 3-ploegendienst een salaris tot wel € 2.600,- verdient enuitzicht hebt op een vast contract? Binnen de kunststofindustrie zal jij werkzaam binnen een internationale organisatie die beter draait dan ooit. Om het team te versterken zijn wij opzoek naar ambitieuze en enthousiaste productiemedewerkers. Dus ben jij op zoek naar een nieuwe uitdaging, technisch onderlegd en ervaring binnen een productie omgeving? Solliciteer dan direct.",https://www.pro-industry.nl/vacature/productiemedewerker-P074223,Arnhem,€2.100-2.600,3 ploegendienst,Tijdelijk met uitzicht op vast,Productie,Rubber en kunststof,vmbo,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Productiemedewerker,Productie - Fulltime - 2-ploegen,"Tot wel € 2.700,- bruto verdienen binnen de voedingsmiddelenindustrie in de 2-ploegendienst? Dit is je kans! Je komt te werken bij de specialist op het gebied van droge worsten. Oneindige mogelijkheden om je kennis te verbreden, ruimte om jezelf te ontwikkelen, gegarandeerd een uitstekende werkomgeving. Enthousiast? Lees dan gauw verder!",https://www.pro-industry.nl/vacature/productiemedewerker-P073955,Stadskanaal,€2.000-2.700,2 ploegendienst,Tijdelijk met uitzicht op vast,Productie,Voedingsmiddelen,mbo niveau 2,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Allround lasser,Allround lasser gezocht voor de grootste producent van verpakkingen van vouwkarton!,"Ben jij een ervaren lasser, maar ben je op zoek naar een nieuwe uitdaging? Heb jij ervaring met zowel MIG/TIG als elektrisch en MIG/MAG lassen? Ga dan aan de slag bij dit bedrijf in de kartonindustrie! In deze veelzijdige functie verricht je alle voorkomende laswerkzaamheden. Je treft voorbereidingen zoals o.a. het inmeten van leidingen. Je verricht werkzaamheden m.b.t. het maken, monteren en bevestigen van leidingsystemen, het maken van de eventuele hulpstukken daarvoor en het inbouwen van de nodige appendages, pompen of regelapparatuur in deze leidingen en voert hiervoor het nodige laswerk uit. Je last zowel staal, RVS en aluminium en hoogsterkte staal en verwerkt materialen van roestvrij staal, ijzer, koper, brons of messing. Klinkt jou dit als muziek in de oren en wil je tot wel € 3.000,- in de dagdienst verdienen? Lees dan snel verder!",https://www.pro-industry.nl/vacature/allround-lasser-P074225,Arnhem,€2.500-3.000,Dagdienst,Tijdelijk met uitzicht op vast,Technisch overig,Papier en karton,mbo niveau 4,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Vind jij het uitdagend om met machines te werken en zelfstandig storingen op te lossen?,"Heb jij een technische opleiding afgerond op mbo niveau 3 of ben jij al enkele jaren werkzaam geweest als operator? Bij dit bedrijf dat gespecialiseerd is in het produceren van kunststof producten, kan jij een uitdagende baan hebben als operator. Je bent werkzaam in de 5-ploegen en gaat er samen met jouw collega's voor zorgen dat het productieproces optimaal verloopt. Dit bedrijf biedt jou de mogelijkheid om jezelf te blijven ontwikkelen in je functie en daarnaast verdien je een salaris dat kan oplopen tot € 3.200,- bruto per maand. Ben jij benieuwd naar jouw werkzaamheden? Lees dan snel verder!",https://www.pro-industry.nl/vacature/operator-P074226,Ede,€2.600-3.300,5 ploegendienst,Tijdelijk met uitzicht op vast,Procesoperator,Rubber en kunststof,mbo niveau 3,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
Elektromonteur moerdijk,Een aantrekkelijk salaris verdienen als elektromonteur in de dagdienst?,Als jij op zoek bent naar een veelzijdige functie met afwisseling en veel uitdaging als elektromonteur dan ben je bij ons aan het juiste adres! Je zal hier te werk gaan in een internationale organisatie in de chemische industrie waarbij er veel doorgroeimogelijkheden zijn. Daarbij zul jij je werkzaamheden gaan verrichten in de dagdienst. Wanneer jij hier aan de slag gaat dan word je onderdeel van een vooruitstrevende familie. Wil jij het beste uit jezelf halen? Lees dan verder!,https://www.pro-industry.nl/vacature/elektromonteur-moerdijk-P072446,Moerdijk,€2.600-3.200,Dagdienst,Tijdelijk met uitzicht op vast,"Technisch overig, technische dienst",Servicetechniek,mbo niveau 3,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,"Vast contract na een jaar - Tot € 2.600,- bruto per maand - 2-ploegendienst","Als operator aan de slag in een omgeving waarin zelfontwikkeling belangrijk is? Heb jij al ervaring in de voedingsmiddelenindustrie? Dan ben jij de operator die wij zoeken! Als operator betalen wij jou tot aan €2.600,- bruto per maand en kom je in een 2-ploegendienst te werken. Bij goed functioneren als operator, ontvang je binnen één jaar het contract van de opdrachtgever. Heb jij interesse om bij ons aan de slag te gaan als operator? Lees dan snel verder!",https://www.pro-industry.nl/vacature/operator-P073838,Zwolle,€2.150-2.600,2 ploegendienst,Tijdelijk met uitzicht op vast,Machineoperator,Voedingsmiddelen,mbo niveau 3,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,5 ploegen - operator opleiding - vaste baan,"Zie jij jezelf aan de slag gaan als operator in de 5 ploegendienst binnen de papierindustrie waar je een startsalaris tot wel € 2950,- bruto inclusief ploegentoeslag per maand kan verdienen? Jij krijgt als operator de mogelijkheid om je binnen dit internationale top bedrijf verder te ontwikkelen, denk hierbij aan opleidingen en cursussen. Erkenning en waardering zijn één van de belangrijkste aspecten binnen dit bedrijf. Wil jij zo snel mogelijk aan de slag als operator binnen een top bedrijf en zou je heel graag aan de slag willen gaan in de papierindustrie? Lees nu snel verder!",https://www.pro-industry.nl/vacature/operator-P074230,Maastricht,€3.000-3.100,5 ploegendienst,Vast contract,Machineoperator,Papier en karton,basisonderwijs,,40 uur,2022-12-19 19:37:33.192229
Operator,Ontwikkel jezelf als operator binnen een metaalgigant!,Ben je er niet vies van om je handen uit je mouwen te steken? Wil je jouw technische skills uitoefenen op grote gecompliceerde machines? Dan is deze vacature voor jou op het lijf geschreven! Het betreft een groeiend en financieel gezond bedrijf. Wanneer jij laat zien over de juiste mentaliteit te beschikken staan alle deuren naar een stabiele toekomst voor je open.,https://www.pro-industry.nl/vacature/operator-P072715,Breda,€2.500-3.200,3 ploegendienst,Tijdelijk met uitzicht op vast,Machineoperator,Metaal,mbo niveau 3,,40 uur,2022-12-19 19:37:33.192229
Onderhoudsmonteur,Zoek jij een uitdaging als onderhoudsmonteur binnen de procesindustrie?,Zoek jij een uitdaging als onderhoudsmonteur binnen de procesindustrie? Bij dit bedrijf is al sinds jaar en dag een hecht team van gemotiveerde medewerkers werkzaam aan een product dat vroeger zorgde voor één van de belangrijkste primaire levensbehoeftes. Vanwege de technologische ontwikkelingen wordt het tegenwoordig vaak gebruikt als een sfeer verhogende factor tijdens gezellige winteravonden en uiteraard de feestdagen! Wil jij graag als onderhoudsmonteur aan de slag in een gestructureerde werkomgeving? Lees dan snel verder.,https://www.pro-industry.nl/vacature/onderhoudsmonteur-P072794,Moerdijk,€2.800-3.700,5 ploegendienst,Tijdelijk met uitzicht op vast,"Technisch overig, technische dienst","Machines en assemblage, servicetechniek",mbo niveau 3,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Ben jij de operator die chemie ervaring op wilt doen?,Voor onze klant bij dit verwerkingsbedrijf zijn wij op zoek naar een enthousiaste collega die open staat voor de functie van Operator. Samen met jouw team draag je zorg aan het proces voor een optimaal verloop. Ook ga je grond- en hulpstoffen lossen en afvoeren ten behoeve van een optimaal productie proces. Uiteraard worden er ook kwaliteitscontroles uitgevoerd door middel van het nemen van monsters en deze te gaan analyseren. Je zal te werk gaan in en 5 ploegendienst waarbij je leuke toeslagen krijgt. Hebben we jouw interesse gewekt? Lees dan snel verder!,https://www.pro-industry.nl/vacature/operator-P072796,Moerdijk,€2.800-3.500,5 ploegendienst,Tijdelijk met uitzicht op vast,"Procesoperator, machineoperator","Chemie, energie en afval, verlading, water",mbo niveau 3,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Wil jij jezelf verder ontwikkelen als operator?,"Ben jij een operator die ervoor zorgt dat het productieproces optimaal verloopt en wil jij aan de slag binnen een werkomgeving waarin je jouw talenten en persoonlijkheid optimaal kunt ontplooien? Als operator ga je aan de slag bij een toonaangevend, ambitieus en internationaal bedrijf dat gespecialiseerd is in de bewerking van grondstoffen bestemd voor de agrarische sector. Wanneer jij hier aan de slag gaat als operator, dan word je onderdeel van een vooruitstrevende ‘familie’ van collega’s die je stimuleert het beste uit jezelf te halen. Die jou de ruimte én de begeleiding geeft om jezelf verder te ontwikkelen. Wil jij het beste uit jezelf halen? Lees dan snel verder!",https://www.pro-industry.nl/vacature/operator-P072797,Moerdijk,€2.600-3.100,2 ploegendienst,Tijdelijk met uitzicht op vast,Machineoperator,Voedingsmiddelen,mbo niveau 3,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Elektromonteur,"Een salaris tot €4.100,- verdienen als elektromonteur bij een onderscheidende organisatie",Je zal aan de slag gaan bij een wereldwijd opererende en toonaangevende speler in de metaalindustrie. Zij investeren veel in ontwikkeling en besteden jaarlijks honderden miljoen aan innovatie en procesverbetering. Ook investeren ze graag in jou en zorgen ze ervoor dat je wordt opgeleid en begeleid om zo goed mogelijk jouw nieuwe carrièrestap te maken! Hier mag je uiteraard een aantal zaken voor terug verwachten. Onder andere een mooi bruto salaris en daarnaast volop mogelijkheden om jezelf te ontwikkelen. Denk aan doorgroeimogelijkheden of vakspecifieke cursussen. Zo blijf jij net als het machinepark in topconditie!,https://www.pro-industry.nl/vacature/elektromonteur-P074099,Dordrecht,€2.800-4.100,2 ploegendienst,Tijdelijk met uitzicht op vast,Technische dienst,"Automotive, grafisch en drukkerij, hout en isolatiemateriaal, machines en assemblage, metaal, papier en karton, rubber en kunststof, voedingsmiddelen",basisonderwijs,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Productiemedewerker,Wil jij goed verdienen als productiemedewerker in de voedingsmiddelenindustrie?,"Wil jij in de voedingsmiddelenindustrie als productiemedewerker in de 2-ploegendienst aan de slag? Jij kan hier goed verdienen, namelijk € 2.400,- bruto per maand! Dit bedrijf is gespecialiseerd in de productie van specerijen, sauzen, marinades en soepen. Wil jij jezelf bewijzen en een vast contract verdienen? Lees dan snel verder!",https://www.pro-industry.nl/vacature/productiemedewerker-P074105,Hoofddorp,€2.000-2.400,2 ploegendienst,Tijdelijk met uitzicht op vast,Productie,Voedingsmiddelen,vmbo,,40 uur,2022-12-19 19:37:33.192229
Storingsmonteur,Ben jij een storingsmonteur in hart en nieren en zorg jij ervoor dat de productie draaiende blijft?,"Ben jij een storingsmonteur in hart en nieren en zorg jij ervoor dat de productie draaiende blijft en zoek je een werkomgeving waarin je jouw talenten en persoonlijkheid optimaal kunt ontplooien? Als storingsmonteur ga je aan de slag bij een toonaangevend, ambitieus en internationaal bedrijf dat gespecialiseerd is in de bewerking van grondstoffen bestemd voor de agrarische sector. Wanneer jij hier aan de slag gaat als storingsmonteur, dan word je onderdeel van een vooruitstrevende ‘familie’ van collega’s die je stimuleert het beste uit jezelf te halen. Die jou de ruimte én de begeleiding geeft om jezelf verder te ontwikkelen. Wil jij het beste uit jezelf halen? Lees dan snel verder!",https://www.pro-industry.nl/vacature/storingsmonteur-P073846,Moerdijk,€2.500-3.500,2 ploegendienst,Vast contract,"Technisch overig, technische dienst","Machines en assemblage, servicetechniek",mbo niveau 3,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Logistiek medewerker,Ben jij de enthousiaste logistiek medewerker in de havens waar wij naar opzoek?,"Ben jij een grote fan van logistiek en heb jij altijd al willen werken in de havens van Vlissingen? Dan is dit nu mogelijk! Deze werkgever is op zoek naar enthousiaste logistieke medewerkers die graag hun steentje willen bijdragen. Het is belangrijk bij dit bedrijf dat jij klantgericht bent, voldoende kennis hebt over de logistiek. Het mooie van deze functie is dat je met een groot en gezellig team aan de slag gaat waar er altijd een fijne werksfeer hangt. Je moet het met z'n alle doen en daarom is de band tussen de collega's ook extra goed. Ben jij nauwkeurig, oplossingsgericht en hou je ervan om leiding te nemen? Dan past deze functie echt perfect bij jou! Jij gaat hier een geweldig salaris verdienen dat kan oplopen tot wel €2.800,- bruto per maand inclusief toeslagen. Dit werk mag jij gaan verrichten in een 2 ploegen rooster waardoor je ook een fijn stabiel ritme creëert. Wil je meer weten over deze vacature? Bekijk dan snel de werkzaamheden of neem contact op met onze vestiging in Goes!",https://www.pro-industry.nl/vacature/logistiek-medewerker-P073847,Vlissingen,€2.600-2.800,2 ploegendienst,Tijdelijk met uitzicht op vast,Logistiek,"Offshore, verlading",mbo niveau 4,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Laad-los operator,Ben jij die ervaren laad-los operator die wij zoeken!,"Je komt te werken bij een van de leidende alkoxyleringsbedrijven in Europa en deze biedt een brede range van surfactants, chemische specialiteiten, chemicaliën voor de papierindustrie en klant specifieke producten voor diverse markten. Zij verkopen deze producten wereldwijd. Op deze mooie productie faciliteit in de Moerdijk onderscheid onze klant zich door de technische en hoogwaardige productie-installatie, een efficient en strak georganiseerde logistiek en talentvolle collega's die kennis en ervaring uitwisselen met klanten en andere vestigingen.",https://www.pro-industry.nl/vacature/laad-los-operator-P073520,Moerdijk,€2.600-2.800,Dagdienst,Vast contract,Machineoperator,Chemie,mbo niveau 2,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Heftruckchauffeur,"Dagdienst - Logistiek - Tot € 2.300,- bruto per maand",Op zoek naar een uitdaging in het magazijn? In deze gezellige werkomgeving ga je aan de slag in een groot en modern magazijn. Jij zorgt ervoor dat alle verzendingen netjes klaar staan zodat er geen vertraging ontstaat. Heb jij nog geen heftruckcertificaat maar zou je deze wel willen behalen? Via ons kun je die behalen! Je komt te werken in de dagdienst en krijgt direct een mooi salaris. Een uitstekende start van jouw carrière of een mooie toevoeging op jouw cv. Heb jij interesse? Lees dan snel verder.,https://www.pro-industry.nl/vacature/heftruckchauffeur-P073849,Zwolle,€1.800-2.300,Dagdienst,Tijdelijk met uitzicht op vast,Logistiek,Transport en logistiek,vmbo,,40 uur,2022-12-19 19:37:33.192229
Operator,Maak je groei verder als operator in de voedingsmiddelenindustrie.,"Heb jij ervaring opgedaan als operator/productiemedewerker? Werk je nauwkeurig, consequent en volgens HACCP? Jij gaat zelf en in sommige gevallen samen met je collega's, vegetarische kwaliteitsproducten maken voor grote merken waaronder de welbekende rode letter M. Ben jij op zoek naar een baan in een financieel gezond bedrijf met toekomst- en doorgroeiperspectief?  Daarnaast zijn er voldoende mogelijkheden tot het volgen van een opleiding of cursussen ter verbetering van jouw eigen kennis. Is dit waar je naar op zoek bent?  Lees dan snel verder of je er voor in aanmerking komt!",https://www.pro-industry.nl/vacature/operator-P073976,Breda,€2.500-3.300,2 ploegendienst,Vast contract,"Procesoperator, productie, machineoperator","Diervoeding, dranken, voedingsmiddelen",basisonderwijs,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Zoek jij een baan in de 2-ploegendienst?,"Ben jij een technisch talent, heb jij al eerder in de maakindustrie gewerkt, wil jij graag ervaring opdoen in de voedingsmiddelenindustrie en ben jij op zoek naar een nieuwe uitdaging? Grijp je kans! Jij zult als operator terecht komen binnen een bedrijf dat groeiende is. Jouw werkzaamheden zullen verricht worden in de 2-ploegendienst. Als operator zul jij verantwoordelijk zijn voor het gehele verpakkingsproces en is het aan jou om dit soepel te laten verlopen. Om dit voor elkaar te krijgen bewaak jij het productieproces, los jij zoveel mogelijk storingen zelfstandig op en voer jij steekproefgewijs kwaliteitscontroles uit. Daarnaast ben jij verantwoordelijk voor je naaste collega's die jou ondersteunen. Aan jou de taak om dit allemaal in goede banen te leiden. Zoek jij een baan waar jij een goed salaris kunt verdienen tussen de €2300,- en €2850,- bruto per maand? Solliciteer direct!",https://www.pro-industry.nl/vacature/operator-P074247,Groningen,€2.300-2.850,2 ploegendienst,Tijdelijk met uitzicht op vast,Machineoperator,Voedingsmiddelen,mbo niveau 2,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Procesoperator,Ben jij de man van staal die ervaring heeft als procesoperator en ben jij op zoek naar een nieuwe uitdaging?,"Ben jij op zoek naar een leuke uitdaging als procesoperator en wil jij jouw werkzaamheden verrichten binnen een 5 ploegensysteem? Als procesoperator ga je werken bij een grootmacht binnen de metaalindustrie. Iedere werkdag zal weer een nieuw avontuur zijn, je gaat aan de slag bij een internationaal bedrijf en zal gaan samenwerken met ervaren collega's. Iedere dag leer je bij en ontwikkel je jezelf in dit prestigieuze bedrijf waar je werkzaam bent op de afdeling productie. Zie jij jezelf graag werken binnen de metaalindustrie? Lees dan snel verder!",https://www.pro-industry.nl/vacature/procesoperator-P073524,Moerdijk,€2.600-3.000,5 ploegendienst,Vast contract,"Procesoperator, machineoperator",Metaal,mbo niveau 3,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Ga de uitdaging aan als operator in de papierindustrie!,"Wij zijn op zoek naar zowel ervaren als leerling operators die graag in de 3-ploegen willen werken! Jij wordt verantwoordelijk voor het maken van allerlei soorten producten van papier. Van omverpakkingen van levensmiddelen tot printpapier. Verdien een salaris tot wel € 2.600,- bruto inclusief toeslagen. Meer weten? Lees snel verder!",https://www.pro-industry.nl/vacature/operator-P074249,Utrecht,€2.200-2.500,3 ploegendienst,Tijdelijk met uitzicht op vast,"Procesoperator, productie, machineoperator",Papier en karton,vmbo,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Operator,Heb jij ervaring als operator en bezit je over de juiste heftruck/shovel skills? Zoek je een leuke baan waarmee je samen met je collega's zorg draagt voor de productie van houtverwerkende producten? Je zal te werk gaan in een 5 ploegensysteem (incl. 28% ploegentoeslag) . Ben je op zoek naar een toffe baan met toekomstperspectief? Reageer dan snel!,https://www.pro-industry.nl/vacature/operator-P073526,Moerdijk,€2.700-3.500,5 ploegendienst,Vast contract,Procesoperator,Hout en isolatiemateriaal,mbo niveau 2,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,"Operator - Dagdienst - € 2.700,-","Ben jij op zoek naar een uitdagende functie als operator in dagdienst? Deze opdrachtgever is verantwoordelijk voor de productie van verpakkingen voor zeer waardevolle goederen en is per direct op zoek naar versterking. Jij kan tot wel € 2.700,- als startsalaris gaan verdienen. Klinkt goed toch? Heb jij ervaring als operator en ben jij toe aan de volgende stap? Lees dan snel verder!",https://www.pro-industry.nl/vacature/operator-P074252,Borculo,€2.400-2.700,Dagdienst,Tijdelijk met uitzicht op vast,"Procesoperator, productie, machineoperator",Machines en assemblage,basisonderwijs,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,5 ploegen - operator opleiding - vaste baan,"Zie jij jezelf aan de slag gaan als operator in de papierindustrie waar je een startsalaris tot wel € 2950,- bruto inclusief ploegentoeslag per maand kan verdienen? Jij krijgt als operator de mogelijkheid om je binnen dit internationale top bedrijf verder te ontwikkelen, denk hierbij aan opleidingen en cursussen. Erkenning en waardering zijn één van de belangrijkste aspecten binnen dit bedrijf. Wil jij zo snel mogelijk aan de slag als operator binnen een top bedrijf en zou je heel graag aan de slag willen gaan in de papierindustrie? Lees nu snel verder!",https://www.pro-industry.nl/vacature/operator-P074253,Maastricht,€3.000-3.100,5 ploegendienst,Vast contract,Machineoperator,Papier en karton,mbo niveau 2,,40 uur,2022-12-19 19:37:33.192229
Productiemedewerker,"Staalsector | 3 ploegendienst | € 2.700,- bruto inclusief ploegentoeslag","Vind jij het leuk om inpakwerkzaamheden te verrichten en een startsalaris te verdienen tot wel € 2.700,- bruto per maand inclusief ploegentoeslag? Wil jij werken als productiemedewerker in de 3 ploegendienst bij een gerenommeerd bedrijf in de staalsector? Ben jij de productiemedewerker die zijn handen graag uit de mouwen steekt? Lees dan nu snel verder!",https://www.pro-industry.nl/vacature/productiemedewerker-P074254,Maastricht,€2.550-2.700,3 ploegendienst,Tijdelijk met uitzicht op vast,Productie,Metaal,basisonderwijs,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Logistiek medewerker,Zoek jij een fantastische baan als logistiek medewerker in de 2-ploegendienst?,"Heb jij een mbo diploma behaald in de richting van logistiek, ervaring met het besturen van heftrucks en ben jij daarnaast opzoek naar een nieuwe baan om jezelf verder te ontwikkelen? Dan is dit jouw kans! Jij zult verantwoordelijk zijn voor het vervoeren van inkomend en uitgaand materiaal door middel van een heftruck. Ook zal jij inkomende en uitgaande goederen gaan inboeken en uitboeken. Jij houdt het magazijn opgeruimd en op orde, zo waarborg jij het overzicht en de efficiëntie van het logistieke proces. Als logistiek medewerker binnen dit prachtige bedrijf kan jouw startsalaris oplopen tot wel €2.700 bruto per maand inclusief ploegentoeslag. Wil jij de goederen in het magazijn en jouw persoonlijke ontwikkeling naar een hoger niveau tillen? Reageer dan gelijk!",https://www.pro-industry.nl/vacature/logistiek-medewerker-P073572,Veendam,€2.400-2.700,2 ploegendienst,Tijdelijk met uitzicht op vast,Logistiek,Grafisch en drukkerij,mbo niveau 2,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator 2 ploegen,Voel jij de chemie met de farmaceutische sector?,"Ben jij een echte dierenvriend? Wil jij jouw steentje bijdragen en de wereld verbeteren door het meewerken aan de productie van belangrijke diergeneesmiddelen. En hier bovendien in de 2-ploegen een lekker salaris bij verdienen tot € 2750,- bruto per maand inclusief ploegentoeslag?",https://www.pro-industry.nl/vacature/operator-2-ploegen-P074124,Venray,€2.250-2.750,2 ploegendienst,Tijdelijk met uitzicht op vast,Machineoperator,"Chemie, farmacie",mbo niveau 2,1 tot 3 jaar,40 uur,2022-12-19 19:37:33.192229
Operator,Zoek jij vastigheid en een lekker salaris door te werken als verpakkingsoperator?,"Heb jij een hekel aan het geluid van je wekker en verdwijnt jouw glimlach zodra je naar werk gaat? Dan is dit jouw kans om het roer om te gooien! Wij zoeken een echte aan- en inpakker met een mbo-2 diploma op zak en affiniteit met de technische sector. Binnen een groot internationaal bedrijf ga jij aan de slag als inpakker. Samen met jouw gezellige ploeg ga jij machines instellen en ombouwen, kwaliteitscontroles uitvoeren en het product gereed maken voor verzending. Omdat je in de 2-ploegendienst werkt kan je altijd genieten van jouw welverdiende weekend na een harde week werken. Bij dit bedrijf krijg je een prachtig startsalaris dat kan oplopen tot € 2.900 euro bruto per maand inclusief ploegentoeslag! Bij jij de enthousiasteling die zijn collega's en de producten feilloos weet in te pakken? Solliciteer gelijk!",https://www.pro-industry.nl/vacature/operator-P074125,Veendam,€1.400-2.900,2 ploegendienst,Tijdelijk met uitzicht op vast,Procesoperator,Grafisch en drukkerij,mbo niveau 2,3 tot 5 jaar,40 uur,2022-12-19 19:37:33.192229
